0,lang
"A wata sanarwa kan yanayi da hukumar ta fitar ranar Talata, ta ce ana sa ran samun tsawa a wasu sassan jihohin Borno, da Adamawa, da Taraba, da Yobe, da Katsina, da Sokoto, da kuma Kaduna a ranar Laraba.",hausa
"NiMet ta ce za a kuma samu tsawa a wasu ɓangarorin jihohoin Kano, Katsina, Kaduna, Zamfara, Kebbi da kuma Jigawa da rana da kuma yammaci.",hausa
"Hukumar ta kuma ce za a samu iska mai ƙarfi kafin saukar ruwan saman a yankuna da dama, inda ta ja hankalin jama'a da su ɗauki matakan kariya da hukumomi suka fitar domin kare kansu.",hausa
Hukumar Nema ta ce ambaliya ta kashe aƙalla mutum 229 a Najeriya zuwa yanzu tun daga farkon 2024.,hausa
© 2024 BBC. BBC ba za ta dauki alhakin abubuwan da wasu shafukan daban suka wallafa ba.  Karanta hanyoyin da muke bi dangane da adireshin waje.,hausa
'Kuɗin aure zan tara da sabon alawus ɗin NYSC',hausa
Putin ya fitar da sabon sharaɗin amfani da makaman nukiliya,hausa
Ambaliyar ruwa a Turai alama ce ta ɓarnar da sauyin yanayi zai haifar nan gaba,hausa
Me ya sa Najeriya ke son a yafe mata bashin da ake bin ta?,hausa
Shin rikicin siyasa na ƙara ta’azzara matsalar tsaro ne a Zamfara?,hausa
Annobar kwalara ta kashe mutum fiye da 400 a Sudan mai fama da yaƙi,hausa
Hare-haren ƴanbindiga a Sahel sun jefa shugabannin soji cikin zulumi,hausa
Ambaliya na haifar da cikas a harkokin koyo da koyarwar makarantu a Jigawa,hausa
Abin da ya sa nake so gwamnatin Najeriya ta daina biyan tallafin man fetur - Ɗangote,hausa
Har yanzu ambaliyar Maiduguri na hana ni barci - Ma'aikacin BBC,hausa
"Asalin hoton, Weather Monitor",hausa
Masana harkokin lafiya a Najeriya sun yi kira ga gwamnatin kasar da ta aike da tawagar likitoci na musmaman da suka kware kan cututuka masu yaɗuwa zuwa Borno saboda fargabar barkewar cututuka sakamakon ambaliyar ruwan da aka fuskanta a jihar.,hausa
"Masanan sun ce, suna fargabar barkewar cututuka irinsu zazzabin cizon sauro, da Zika, da zazzabin typoid, da na dange, da kuma uwa uba amai da gudawa, sakamakon irin dattin da ambaliyar ruwa ta kwaso da gawarwakin makabartu da ruwan ya dauko.",hausa
"Dr Nasiru Sani Gwarzo, babban sakataren ma'aikatar Ilimi a Najeriya, kuma masani kan harkokin kiwon lafiya ya shaida wa BBC cewa, dole ne hukumomi su gaggauta shawo kan ruwan da ya malale asibitin koyarwa na Maiduguri saboda wasu daga cikin na'urorin asibitin akwai wadan ke da sinadarin nukiliya a ciki da ke da matukar hadari ga lafiyar al'umma.",hausa
"Dr Gwarzo, ya ce ""A hasashensu wato su masana kiwon lafiya suna ganin duk inda aka samu matsala ta ambaliyar ruwa to irin wadannan abubuwa da suka hadar da barkewar cutuka kan biyo baya.""",hausa
"Ya ce, ""Kamar yadda aka sani akwai manyan injina na kula da lafiya da ke babban asibitin koyarwa na Maiduguri da ke da sinadrin nukiliya a cikinsu ruwa ya taba su, a don haka ya kamata masu ruwa da tsaki a bangaren nukiliya a Najeriya su je suyi bincike a kan inda wannan ruwan daya shiga injinan da ke da nukiliya ya bi, da yadda za a killace ce, saboda ba za a ga barnar hakan ba sai nan da wasu shekaru masu yawa.""",hausa
"Masanin kiwon lafiyar, ya ce a yanzu kamar yadda hukumomi ke yi na kwashe jama'a daga inda za su iya fuskantar matsala mataki ne mai kyau, to amma yana da kyau a gaggauta samar musu da ruwan sha.",hausa
"""Idan nace ruwan sha ina nufin tsaftatacce wanda bana garin ba, sannan a samar da wadataccen abinci, a inganta matsugunnin da za a tsugunnar da mutane.""",hausa
"Dr Nasiru Gwarzo, ya ce, ""Yana da kyau gwamnatin jihar Borno da ta tarayya su nemo irin masana kiwon lafiyarmu da aka bawa horo a game da yaki da annoba da kuma abubuwan da ke biyo bayanta kamar ta ambaliyar ruwa don ayi aiki da su a Maiduguri.""",hausa
"Ya ce, su wadannan kwararrun za a shiga da su gari-gari da lungu da sako na wurin da aka samu ambaliyar don a wayarwa da mutane kai a game da abin da ya kamata su yi.",hausa
"Birnin Maiduguri ya fuskanci mummunar ambaliyar ruwa sakamakon fashewar madatsar ruwa ta Alau, lamarin da ya haddasa ruwan ya malale dubban gudaje da makarantu da asibitoci da tituna da gine-ginen gwamnati da ma babban asibitin koyarwa na jihar da ma jami’ar jihar.",hausa
Bayanai sun ce lamarin ya fi muni a unguwannin Fori da Galtimari da Gwange da kuma Bulabulin.,hausa
"Kazalika ambaliyar ambaliyar ta shafi gidan adana namun daji, lamarin da ya sa dabbobi suka fita kan titunan suna gararamba.",hausa
Ambaliyar dai ita ce mafi muni a jihar Borno cikin shekaru 30.,hausa
© 2024 BBC. BBC ba za ta dauki alhakin abubuwan da wasu shafukan daban suka wallafa ba.  Karanta hanyoyin da muke bi dangane da adireshin waje.,hausa
'Kuɗin aure zan tara da sabon alawus ɗin NYSC',hausa
Putin ya fitar da sabon sharaɗin amfani da makaman nukiliya,hausa
Ambaliyar ruwa a Turai alama ce ta ɓarnar da sauyin yanayi zai haifar nan gaba,hausa
Me ya sa Najeriya ke son a yafe mata bashin da ake bin ta?,hausa
Shin rikicin siyasa na ƙara ta’azzara matsalar tsaro ne a Zamfara?,hausa
Annobar kwalara ta kashe mutum fiye da 400 a Sudan mai fama da yaƙi,hausa
Hare-haren ƴanbindiga a Sahel sun jefa shugabannin soji cikin zulumi,hausa
Ambaliya na haifar da cikas a harkokin koyo da koyarwar makarantu a Jigawa,hausa
Abin da ya sa nake so gwamnatin Najeriya ta daina biyan tallafin man fetur - Ɗangote,hausa
Har yanzu ambaliyar Maiduguri na hana ni barci - Ma'aikacin BBC,hausa
"Asalin hoton, NYSC",hausa
"Masu yi wa ƙasa hidima a Najeriya na ci gaba da darawa har kunne, tun bayan da gwamnatin ƙasar ta sanar da yi musu ƙari a kudin alawus ɗinsu.",hausa
"A ranar Laraba ne gwamnatin ƙasar ta sanar da yi wa masu yi wa ƙasa hidimar ƙari a alawus ɗinsu zuwa naira 77,000.",hausa
"Wata sanarwa da kakakin hukumar NYSC, Caroline Embu ta fitar, ta ce ƙarin zai soma aiki daga watan Yulin da ya gabata.",hausa
Sanawar ta ƙara da cewa an yi ƙarin alawus ɗin ne saboda ƙarin mafi ƙanƙantar albashi da gwamnatin Najeriya ta yi.,hausa
"Matakin ya yi wa masu yi wa ƙasa hidimar daɗi, kasancewar da ma sun jima suna kokawa kan buƙatar ƙara musu kuɗin alawus ɗin.",hausa
"A baya dai gwamnatin ƙasar kan biya masu yi wa ƙasar hidima naira 33,000 a matsayin kuɗin alawus na wata-wata, kuɗin da matasan ke cewa ba ya wadatar da su gudanar da harkokinsu la'akari da yanayin matsayin tattalin arziki da hauhawar farashin kayayyaki da ake fuskanta a ƙasar.",hausa
"Tun bayan fitar da labarin ƙarin kuɗin alawus ɗin, batun ya zama cikin abubuwan da aka fi tafka muhawara a kansa a shafukan sada zumunta.",hausa
Masu yi wa ƙasa hidimar sun yi ta bayyana mabambantan ra'ayoyi kan batun. Ga kuwa wasu daga cikin su da muka tattaro.,hausa
"Wannan labari ne na dauke da bayanai da Twitter suka bayar.  Muna neman amincewarku kafin mu dora muka, saboda nuna iya dauke da  wasu bayanai da aka iya adanawa. Watakila kana za ka so ka karanta Twitter da tsarin bayanan da za a adana da da tsarin sirri kafin ka amince. Idan kana son ganin wannan bayani ka zabi ‘amince sannan ka ci gaba’.",hausa
"Karshen labarin da aka sa a Twitter, 1",hausa
Babu karin bayanai,hausa
Sanata Shehu Sani tsohon ɗan majalisar dattawan Najeriya yabawa ya yi da sabon ƙarin da aka yi wa masu yi wa ƙasar hidima.,hausa
"''Ƙarin kuɗin alawus da aka yi wa masu yi wa ƙasa hidima zuwa naira 77,000, abin a yaba ne. Amma ya kamata a ƙara wa mata ya kai naira 100,000, duba da yadda suke shan wahala''.",hausa
"Asalin hoton, Facebook",hausa
Zahraddin Dawuud fatan alkairi ya yi wa sabbin masu yi wa ƙasa hidima da waɗanda ke dab da soma hidima wa ƙasar.,hausa
Daga nan kuma ya suburbuɗo taken shirin na NYSC.,hausa
"Shi kuwa Muhammad Kabir, shawara ya bai wa matasan da su yi amfani da sabon ƙarin kuɗin alawus ɗin ta hanyar da ta dace wajen samun sana'ar dogaro da kai.",hausa
"Asalin hoton, Facebook",hausa
"''Na kasance wanda ya yi wa ƙasa hidima a shekarun baya, kuma har yanzu ina amfana da kasuwancin da na kafa ta hanyar kuɗin alawus ɗin da na tara. Ku yi amfani da ɗan abin da kuka samu wajen dogaro da kanku. Da dama daga cikin waɗanda suka gama NYSC kan ciji yatsa, saboda rashin amfani da kuɗin da suka samu a lokacin wajen fara wata sana'ar dogaro da kai'', in ji shi.",hausa
"Shi ma Auwal Sadisu, mai amfani da shafin na Facebook, makamanciyar wannan shawara ya bai wa masu yi wa ƙasa hidimar.",hausa
"Asalin hoton, Facebook",hausa
"Ya ku masu yi wa ƙasa hidima,",hausa
"''A lokacin da na yi wa ƙasa hidima a 2016, na riƙa ajiye naira 10,000 daga cikin naira 19,800 da ake ba mu a lokacin. Daga nan na tara jarin da na fara sana'a a da shi''.",hausa
"''Wannan 77,000 kuɗi masu gwaɓi, idan kana da fikirar sarrafa kuɗi za ka iya tara yadda ka ga dama''.",hausa
"''Ka dai kawai ka kyautata niyya'', kamar yadda ya rubuta.",hausa
"Asalin hoton, Facebook",hausa
"Wata mai amfani da kafar Facebook, wadda da alama ke cikin shirin, mai suna Murjanatu Diri ta ce kuɗin aure za ta fara tarawa da sabon alawus ɗin.",hausa
"''Allah ya albarkaci Najeriya, ya kuma albarkaci shirin yi wa ƙasa hidima na NYSC'', kamar yadda ta rubuta a shafin.",hausa
"Asalin hoton, Facebook",hausa
"Wannan labari ne na dauke da bayanai da Twitter suka bayar.  Muna neman amincewarku kafin mu dora muka, saboda nuna iya dauke da  wasu bayanai da aka iya adanawa. Watakila kana za ka so ka karanta Twitter da tsarin bayanan da za a adana da da tsarin sirri kafin ka amince. Idan kana son ganin wannan bayani ka zabi ‘amince sannan ka ci gaba’.",hausa
"Karshen labarin da aka sa a Twitter, 2",hausa
Babu karin bayanai,hausa
"Shi kuwa wani da ke amfani da shafin X, tsokaci ya yi a ƙarƙashin sanarwar ƙarin da NYSC ta yi, inda yake tuna ninki biyu da kuɗin alawus ɗin da ake biya na wata biyun ƙarshe na shirin.",hausa
"inda ya ce ''wannan ninki biyun da ake biya na alawus wato naira 77,000 + 77,000 a ƙarshen hidimar''.",hausa
"To sai dai yayin da wasu ke yaba yawan kuɗin, wasu gani suke har yanzu kuɗin bai kai yadda ake buƙata ba.",hausa
Kamar yadda wasu masu amfani da shafin suka bayyana ra'ayinsu.,hausa
"Wannan labari ne na dauke da bayanai da Twitter suka bayar.  Muna neman amincewarku kafin mu dora muka, saboda nuna iya dauke da  wasu bayanai da aka iya adanawa. Watakila kana za ka so ka karanta Twitter da tsarin bayanan da za a adana da da tsarin sirri kafin ka amince. Idan kana son ganin wannan bayani ka zabi ‘amince sannan ka ci gaba’.",hausa
"Karshen labarin da aka sa a Twitter, 3",hausa
Babu karin bayanai,hausa
"Wani mai suna OmoGB@I, da ke amfani da shafin X, na ganin cewa kuɗin ba komai ba ne idan aka yi la'akari da halin matsin rayuwa da ake ciki.",hausa
"''Wannan naira 77,000 ɗin da ake gani a matsayin wasu manyan kuɗi, amma idan aka yi la'akari da halin da Najeriya ke ciki, wannan ba komai ba ne''.",hausa
"Shirin yi wa ƙasar hidima, da aka fi sani da NYSC, shiri ne da gwamnatin Najeriya ta ɓullo da shi musamman ga matasan da suka kammala digiri na farko ko babbar diploma kuma ba su zarta shekara 30 ba, na shekara guda, a wani mataki na haɗin kan ƙasar, bayan yaƙin basasar da ƙasar ta fuskanta tsakanin 1967 zuwa 1970.",hausa
© 2024 BBC. BBC ba za ta dauki alhakin abubuwan da wasu shafukan daban suka wallafa ba.  Karanta hanyoyin da muke bi dangane da adireshin waje.,hausa
'Kuɗin aure zan tara da sabon alawus ɗin NYSC',hausa
Putin ya fitar da sabon sharaɗin amfani da makaman nukiliya,hausa
