0,lang
Oni ọjọ kẹrindinlọgbọn osu kẹsan-an ọdun 2024 yi ni ile ẹjọ giga niluu Ilorin yoo gbe idajọ kalẹ lori awọn afurasi ọdaran to sọsẹ nibi iṣẹlẹ idigunjale awọn ile ifowopamọ niluu Offa ni ipinlẹ Kwara lọdun 2018.,yoruba
"Awọn olujẹjọ naa, Ayo Akinibosun, Ibikunle Ogunleye, Adeola Abraham, Salahudeen Azeez ati Niyi Ogundiran ni wọn n jejọ lori ẹsun idigunjale ati iṣekupa eeyan mẹtalelọgbọn tawọn ọlọpaa mẹsan-an wa lara wọn.",yoruba
"O ti to ọdun mẹfa bayii ti ẹjọ naa ti bẹrẹ, sugbọn oni ni awọn afurasi ọdaran naa yoo mọ ohun ti yoo ṣẹlẹ si wọn lori ọrọ naa.",yoruba
Igbẹjọ naa n lọ lọwọ bayii niwaju adajọ agba Haleemah Salman ti ile ẹjọ giga ni ilu Ilorin.,yoruba
© 2024 BBC. BBC kò mọ̀ nípa àwọn ohun tí ó wà ní àwọn ojú òpó tí ó wà ní ìta. Ọwọ́ tí a fi mú ìbáṣepọ̀ ti ìta.,yoruba
Àlàyé lórí ìdájọ́ ikú fáwọn ọ̀daràn márùn ún tó digunjalè ní bánkì nílùú Offa níbi tọ́pọ̀ ẹ̀mí ti ṣòfò,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
"Àwọn ẹlẹ́sìn ìbílẹ̀ ní àwọn òṣèré tíátà ń tàbùkù ìṣẹ̀ṣe nínú fíìmù, àwọn òṣèré fèsì",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Wọ́n ti sin òkú Rukayat Gawat, akọrin Islam tó jáde láyé",yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
Bàbá Sàlá ló já ọ̀rá ẹ̀bùn eré ìtàgé lára mi lọ́dún 1990 – Gabriel Afolayan,yoruba
Wo oyè pàtàkì méje nílẹ̀ Yorùbá tó wà fáwọn obìnrin alágbára,yoruba
Rògbòdìyàn bẹ́ sílẹ̀ lẹ́yìn tí àjọ elétò ìdìbò KWSIEC kéde pé APC jáwé olúborí ní gbogbo ìjọba ìbílẹ̀ Kwara,yoruba
"Iná mọ̀nà-mọ́ná pa ọmọ ọdún 13 l'Ogun, ọlọ́pàá bá òkú rẹ̀ lọ́wọ́ afurasí tó ti gé ọwọ́ rẹ̀ méjèéjì",yoruba
Ọlọ́pàá yìnbọn pa dókítà tí wọ́n fẹ̀sùn kàn pé ó sọ̀rọ̀ òdì sí ẹ̀sìn Islam,yoruba
Ìjọba Canada gbé òfin tuntun fáwọn tó bá fẹ́ jápa lọ sí orílẹ̀èdè náà,yoruba
"Oríṣun àwòrán, Rukayat Gawat/Instagram",yoruba
Akọrin ẹmi musulumi Rukayat Gawat Oyefeso tó di olóògbé sọ oriṣiiriṣii ọ̀rọ̀ ṣaájú nípa bàbá rẹ̀ láì mọ̀ pé kò ní pẹ́ tóun náà fi máa dágbere fáyé.,yoruba
"Rukaya sọ nínú fídíò kan tó fi léde lójú òpó Instagram rẹ̀ pé lásìkò tí òun fẹ́ kírun lọ́jọ́ Kẹwàá, oṣù Keje ọdún 2012 ni wọ́n pe oun pé wọn kò rí bàbá òun di awati.",yoruba
Ó fi kun pé àwọn èèyàn pé nọ́ḿbà bàbá òun títí àmọ́ àlọ ni àwọn rí tí àwọn kò rí àbọ̀ rẹ̀.,yoruba
"Ó sọ pé lẹ́yìn ọdún mẹ́rin tí àwọn kò rí bàbá òun, ni àwọn ṣe àdúrà fidau fún ní ìlànà ẹ̀sìn Islam.",yoruba
“Ní ọdọọdún ni mo máa ń ṣe ìtọrẹ àánú fún àwọn opó àti aláìní ni orúkọ Baba mi.”,yoruba
"Ó ní òun ti pinnu pé ní gbogbo ọdún, tí Ọlọ́run bá dá ẹ̀mí òun sí, tí ẹ̀mí òun bá gùn, ní òun yóò máa ṣe nǹkan ní orúkọ Baba òun",yoruba
Ó ní òun gbàdúrà ṣe òun ní ẹlẹ́mìí gígùn kí òun lè máa ṣe àwọn nǹkan mèremère ní orúkọ rẹ̀.,yoruba
"Oríṣun àwòrán, iamrukayatgawat/Instagram",yoruba
"Ní òwúrọ̀ ọjọ́ Ìṣẹ́gun, ọjọ́ Kẹrìnlélógún, oṣù Kẹsàn-án ọdún 2024 ni ìròyìn ikú gbajúmọ̀ akọrin ẹ̀mí ẹ̀sìn Islam, Alhaja Rukayat Gawat Osifeso gbòde.",yoruba
Níṣe ni ọkàn ọ̀pọ̀ àwọn olólùfẹ́ akọrin náà gbọgbẹ́ lórí ìṣẹ̀lẹ̀ náà táwọn èèyàn sì ń kọminú lórí ohun tó ṣokùnfà ikú òjijì ọ̀hún.,yoruba
Ní ìlú Ijebu Ayepe ní ìpínlẹ̀ Ogun tó jẹ́ ìlú ọkọ Rukayat Gawat ni wọ́n sin òkú rẹ̀ sí lọ́jọ́ Ìṣẹ́gun kan náà.,yoruba
"Rukayat Gawat Osifeso di gbajúmọ̀ akọrin ẹ̀mí ẹ̀sìn Islam lẹ́yìn àwo orin tó ṣe fun bàbá rẹ̀, Alhaji Rasak Aremu Gawat nígbà tó ṣàdédé di àwátì lọ́jọ́ Kẹwàá, oṣù Keje, ọdún 2012.",yoruba
"Nígbà tó ń kópa lórí ètò Gbajúmọ̀ tí Doyin Kukoyi jẹ́ olóòtù rẹ̀ lọ́dún 2016, Rukayat ṣàlàyé bó ṣe bẹ̀rẹ̀ ìgbé ayé rẹ̀ pẹ̀lú bàbá rẹ̀ ní Lagos Island, ìpínlẹ̀ Eko.",yoruba
Ó ní láti ọdún 1993 tí òun wọ ilé ẹ̀kọ́ girama ni òun ti bẹ̀rẹ̀ sí ní kọrin níbi àwọn ètò ìjọ ẹ̀sìn Islam káàkiri kó tó di wí pé òun mú orin níṣẹ́ lẹ́yìn tí òun parí ilé ẹ̀kọ́ gíga fásitì.,yoruba
Ó ṣàlàyé pé ẹ̀kọ́ ìmọ̀ “Mass Communication” ni òun kà ní ilé ẹ̀kọ́ gíga fásitì Olabisi Onabanjo tó wà ní ìpínlẹ̀ Ogun.,yoruba
"Ó sọ pé lọ́pọ̀ ìgbà tí òun bá fẹ́ gbé orin jáde ní òun máa ń ronú nípa ìṣẹ̀lẹ̀ àwùjọ, tí òun yóò sì fi gbé orin jáde.",yoruba
Akọrin náà ni òun máa ń fẹ́ràn láti fi orin kọ́ àwọn èèyàn lẹ́kọ̀ọ́ kí wọ́n ba à lè rí nǹkan mú nínú rẹ̀.,yoruba
"Nígbà tó ń sọ̀rọ̀ lórí bí bàbá rẹ̀ ṣe di àwátì, Rukayat Gawat Osifeso ní ó jọ wí pé bàbá òun ti mọ̀ pé nǹkan máa ṣẹlẹ̀ sí òun àmọ́ tí kò lè sọ nǹkan náà.",yoruba
"Ó ṣàlàyé pé láti ìgbà tí òun ti fẹ́ ṣe ìgbéyàwó lọ́jọ́ kìíní oṣù Kẹta, ọdún 2012 ni òun ti ń rí àwọn ìṣeṣí tó mú ìfura dání lára bàbá òun àmọ́ tí òun kò ka àwọn nǹkan náà kún.",yoruba
Akọrin náà ní bàbá òun pọn ọ́n ní dandan fún òun pé ọjọ́bọ̀ láàárín ọ̀sẹ̀ ni kí òun ṣe ìgbéyàwó.,yoruba
"“Bàbá mi pè mí ní òwúrọ̀ ọjọ́ Ẹtì, tó jẹ́ ọjọ́ kejì tí mo ṣe ìgbéyàwó pé àwọn kò fẹ́ ki máa jáde títí tí mà á fi bímọ nítorí mó fi oyún ṣe ìgbéyàwó ni.",yoruba
"“Mi ò ti ẹ̀ ka ọ̀rọ̀ náà kún rárá nítorí èmi náà fẹ́ fi àkókò náà sinmi àmọ́ nígbà tí mo bímọ tán, àwọn ni ẹni àkọ́kọ́ tí mo kọ́kọ́ pé.",yoruba
"“Bàbá mi sọ pé tí mi ò bá ṣe nǹkan mìíràn mi láyé mi, mo dúpẹ́ pé Rukayat bímọ lójú ẹ̀mí mi.”",yoruba
Ó ní òun kò ka ọ̀rọ̀ náà kún rárá nítorí òun kò ro aburú ro bàbá òun.,yoruba
Rukayat ní lọ́jọ́ tí àwọn ń ṣe ìsọmọlórúkọ ni bàbá òun sọ ọmọ ní oríkì rẹ̀ gan-an.,yoruba
“Bàbá mi fún Imam Ebute Metta ní ẹgbẹ̀rún márùn-ún náírà pé kí wọ́n sọ ọmọ mi ní Aremu.,yoruba
"“Ó sọ fún àwọn Alfa náà pé tí ọmọ mi bá ti dàgbà, kí wọn sọ fún un pé bàbá ìyá rẹ̀ ló sọ ọ́ ní Aremu.”",yoruba
"“Imam Ebute Metta fèsì padà fún bàbá mi pé Alhaji Gawat, ẹ̀yin náà lẹ má sọ fún àmọ́ ó ní tí a bá ṣì wà, Ọlọ́run a wò ó.”",yoruba
Rukayat Gawat Osifeso ní àwọn ìṣẹ̀lẹ̀ náà ni òun wá ń rántí lẹ́yìn tí bàbá òun di àwátì.,yoruba
"Oríṣun àwòrán, iamrukayatgawat/Instagram",yoruba
"Rukayat Gawat Oyefeso ní lásìkò tí òun fẹ́ kírun lọ́jọ́ Kẹwàá, oṣù Keje ọdún 2012 ni wọ́n pe oun pé wọn kò rí bàbá òun.",yoruba
Ó fi kun pé àwọn pé nọ́ḿbà bàbá òun títí àmọ́ àlọ ni àwọn rí tí àwọn kò rí àbọ̀ rẹ̀.,yoruba
"Ó sọ pé lẹ́yìn ọdún mẹ́rin tí àwọn kò rí bàbá òun, ni àwọn ṣe àdúrà fidau fún ní ìlànà ẹ̀sìn Islam.",yoruba
“Ní ọdọọdún ni mo máa ń ṣe ìtọrẹ àánú fún àwọn opó àti aláìní ni orúkọ Baba mi.”,yoruba
"Ó ní òun ti pinnu pé ní gbogbo ọdún, tí Ọlọ́run bá dá ẹ̀mí òun sí, tí ẹ̀mí òun bá gùn, ní òun yóò máa ṣe nǹkan ní orúkọ Baba òun",yoruba
Ó ní òun gbàdúrà ṣe òun ní ẹlẹ́mìí gígùn kí òun lè máa ṣe àwọn nǹkan mèremère ní orúkọ rẹ̀.,yoruba
© 2024 BBC. BBC kò mọ̀ nípa àwọn ohun tí ó wà ní àwọn ojú òpó tí ó wà ní ìta. Ọwọ́ tí a fi mú ìbáṣepọ̀ ti ìta.,yoruba
"Ẹ̀yin obìnrin tọ́kọ yín ń yan àlè, ẹ má kọkọ sílẹ̀ o, ìdí rèé tí ẹ fi gbọdọ̀ forí ti ìgbéyàwó yín - Toyin Tomato",yoruba
"Bobrisky tún wọ gàù EFCC, ó fẹ̀sùn àjẹ́bánu N15m kan òṣìṣẹ́ àjọ náà, ìwádìí bẹ̀rẹ̀",yoruba
"Àwọn olùgbé Lebanon ń sá kiri torí ìkọlù Israel, bí èèyàn tó kú ṣe di 550",yoruba
Àlàyé lórí ìdájọ́ ikú fáwọn ọ̀daràn márùn ún tó digunjalè ní bánkì nílùú Offa níbi tọ́pọ̀ ẹ̀mí ti ṣòfò,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
"Àwọn ẹlẹ́sìn ìbílẹ̀ ní àwọn òṣèré tíátà ń tàbùkù ìṣẹ̀ṣe nínú fíìmù, àwọn òṣèré fèsì",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Wọ́n ti sin òkú Rukayat Gawat, akọrin Islam tó jáde láyé",yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
Bàbá Sàlá ló já ọ̀rá ẹ̀bùn eré ìtàgé lára mi lọ́dún 1990 – Gabriel Afolayan,yoruba
Wo oyè pàtàkì méje nílẹ̀ Yorùbá tó wà fáwọn obìnrin alágbára,yoruba
Rògbòdìyàn bẹ́ sílẹ̀ lẹ́yìn tí àjọ elétò ìdìbò KWSIEC kéde pé APC jáwé olúborí ní gbogbo ìjọba ìbílẹ̀ Kwara,yoruba
"Iná mọ̀nà-mọ́ná pa ọmọ ọdún 13 l'Ogun, ọlọ́pàá bá òkú rẹ̀ lọ́wọ́ afurasí tó ti gé ọwọ́ rẹ̀ méjèéjì",yoruba
Ọlọ́pàá yìnbọn pa dókítà tí wọ́n fẹ̀sùn kàn pé ó sọ̀rọ̀ òdì sí ẹ̀sìn Islam,yoruba
Ìjọba Canada gbé òfin tuntun fáwọn tó bá fẹ́ jápa lọ sí orílẹ̀èdè náà,yoruba
"Oríṣun àwòrán, Ambazonian Defence Forces",yoruba
"Ajọ ajafẹtọ, Amnesty International ti fẹsun ipaniyan, ifipabanilopọ ati ifiyajẹni kan awọn ologun ijọba ati ikọ ologun ti awọn adijagbara naa.",yoruba
"Oṣiṣẹ ijọba Cameroon sọ fun BBC pe adehun wa laarin orilẹede Norway ati Cameroon lori eto abo, eyi ti yoo ri daju pe Norway fi Cho ransẹ pada si orilẹede Cameroon.",yoruba
Agbẹjọro rẹ ni oun ko mọ ohunkohun nipa pe wọn fẹ gbe Cho pada si Cameroon lati wa koju ofin.,yoruba
"Cho, ẹni to ṣapejuwe ara rẹ gẹgẹ bii ajafẹtọ ọmọniyan, to si jẹ ọkan gboogi to nlewaju ninu pipe fun ominira  igun Anglophone kuro lorilẹede Cameroon.",yoruba
"Loju opo ayelujara, ẹni ọdun mejilelaadọta pe ara rẹ ni Ọgagun ati olori ologun fun ileeṣẹ ologun  Ambazoninan, ọkan ninu ẹgbgẹ adijagbara to n pe fun ominira kuro orilẹede Cameroon.",yoruba
"Lati orilẹede Norway lo ti n pasẹ fun awọn alatilẹyin rẹ, to si tun paṣẹ konile gbele fun ọsẹ meji laipẹ yii.",yoruba
"Ninu oṣu Kini ọdun 2027, ori ko yọ nigba ti awọn kan fẹ ṣekupa lẹyin to ṣe ipade tan pẹlu pẹlu awọn olorin adijagbara yooku ni orilẹede Belgium.",yoruba
Ni Ọjọbọ ọsẹ yii ni ileeṣẹ ọlọpaa gba aṣẹ lati fi ofin mu.,yoruba
"“A ti wa ni ipele akọkọ iwadii wa, to si tun ku awọn ipele mii ti a ma se,” Olupẹjọ Anette Berger ṣalaye.",yoruba
"Emmanuel Nsahlal, agbẹjọro kan to wa ni US to n soju awọn eeyan kan to padanu ẹmi wọn lasiko ija abẹle naa, kan sara si bi ọlọpaa se mu Cho, to si ṣapejuwe gẹgẹ bii aṣeyọri nla lori ikọju awọn adijagbara.",yoruba
Cho kọ ni ẹni akọkọ to ni ajọsepọ pẹlu ominira igun kan ti wọn yoo mu ni oke okun.,yoruba
"Ni ọdun 2018, Julius Sisiku Ayuk Tabe, olori ẹgbẹ ajijagbara ati awọn mẹrindinlaadọta mii ni ọwọ tẹ lorilẹede Naijiria, ti wọn si fi wọn ransẹ pada si orilẹede Cameroon.",yoruba
© 2024 BBC. BBC kò mọ̀ nípa àwọn ohun tí ó wà ní àwọn ojú òpó tí ó wà ní ìta. Ọwọ́ tí a fi mú ìbáṣepọ̀ ti ìta.,yoruba
Kílódé tí Nàìjíríà ṣe n fẹ́ kí United Nations mójú kúrò lára gbèsè tó jẹ?,yoruba
Ladoja kó ipa ribiribi lórí àwọn ìgbésẹ̀ mi nínú ètò òṣèlú - Makinde,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
Àlàyé lórí ìdájọ́ ikú fáwọn ọ̀daràn márùn ún tó digunjalè ní bánkì nílùú Offa níbi tọ́pọ̀ ẹ̀mí ti ṣòfò,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
"Àwọn ẹlẹ́sìn ìbílẹ̀ ní àwọn òṣèré tíátà ń tàbùkù ìṣẹ̀ṣe nínú fíìmù, àwọn òṣèré fèsì",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Wọ́n ti sin òkú Rukayat Gawat, akọrin Islam tó jáde láyé",yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
Bàbá Sàlá ló já ọ̀rá ẹ̀bùn eré ìtàgé lára mi lọ́dún 1990 – Gabriel Afolayan,yoruba
Wo oyè pàtàkì méje nílẹ̀ Yorùbá tó wà fáwọn obìnrin alágbára,yoruba
Rògbòdìyàn bẹ́ sílẹ̀ lẹ́yìn tí àjọ elétò ìdìbò KWSIEC kéde pé APC jáwé olúborí ní gbogbo ìjọba ìbílẹ̀ Kwara,yoruba
"Iná mọ̀nà-mọ́ná pa ọmọ ọdún 13 l'Ogun, ọlọ́pàá bá òkú rẹ̀ lọ́wọ́ afurasí tó ti gé ọwọ́ rẹ̀ méjèéjì",yoruba
Ọlọ́pàá yìnbọn pa dókítà tí wọ́n fẹ̀sùn kàn pé ó sọ̀rọ̀ òdì sí ẹ̀sìn Islam,yoruba
Ìjọba Canada gbé òfin tuntun fáwọn tó bá fẹ́ jápa lọ sí orílẹ̀èdè náà,yoruba
"Oríṣun àwòrán, Bobrisky/X",yoruba
"Minisita ọrọ abele, Olubunmi Tunji-Ojo, ti paṣẹ iwadii kikun lori ẹsun gbigba owo to n lọ lọwọ nipa awọn oṣiṣẹ ọgba ẹwọn lorilẹede yii.",yoruba
"Bo tilẹ jẹ pe minisita ko sọ ẹsun kan pato to fi ni ki iwadii kikun waye lori ohun to n ṣẹlẹ lọgba ẹwọn Naijiria, aṣẹ to pa naa waye lẹyin ti ọkunrin kan, Martins Otse (Very DarkMan) gbe fọnran to tu aṣiri Bobrisky sita nipa ẹwọn oṣu mẹfa ti ijọba Naijiria ran an lọ.",yoruba
"Ninu atjade ti minisita ọrọ abele fi sita l’Ọjọru,ọjọ kẹẹẹdọgbọn, oṣu Kẹsan-an ọdun 2024 yii, lo ti paṣẹ pe iwadii kikun lẹsẹkẹsẹ.",yoruba
‘’Ẹka to n ri si ọrọ abẹlẹ lorilẹede yii koro oju si ẹsun gbigba owo ẹyin ti wọn fi n kan awọn ọgba ẹwọn lorilẹede yii.,yoruba
"‘’A ko ni i fi aaye gba ohunkohun to le ṣakoba fun otitọ inu, akoyawọ ati òdodo.",yoruba
"‘’Ko si aaye fun aikunju oṣuwọn, ajẹbanu ati riba, ẹnikẹni tọwọ ba si tẹ fun iwa ibajẹ bẹẹ ko ni i lọ lai jiya to yẹ labẹ ofin.’’",yoruba
"Bakan naa ni atẹjade ijọba naa ṣalaye pe Akọwe agba fun ileeṣẹ ọrọ abẹle, Magdalene Ajani, ni yoo lewaju ikọ itọpinpin ọhun, ti wọn yoo si mu abajade to kun rẹrẹ wa lẹyin iwadii wọn.",yoruba
"Fun pe o fi abuku kan naira nita gbangba ni ijọba ṣe ran Idris Okuneye ti ọpọ mọ si Bobrisky lọ si ẹwọn oṣu mẹfa ninu oṣu kẹrin ọdun 2024 yii, ṣugbọn irisi rẹ ko jọ ti ẹni to ṣẹṣẹ jade lẹwọn nigba to de.",yoruba
Ohun to tun ko Idris si wahala ni fọnran ti Very Dark Man ṣẹṣẹ fi sori ayelujara.,yoruba
"Ninu fọnran naa ni ohùn kan ti wọn ni ti Bobrisky ni, ti n sọ pe oun ko ṣẹwọn rara.",yoruba
"Ẹni naa sọ pe baba alaanu oun lo sanwo abẹtẹlẹ fun ọga agba awọn oṣiṣẹ ọgba ẹwọn ni Naijiria, wọn si fi oun pamọ si ibugbe itura titi ti oṣu mẹfa fi pe.",yoruba
"Ayẹyẹ ikini kaabọ to tẹle ipadabọ Bobrisky, ati bi awọ rẹ ṣe n dan lẹyin ẹwọn, mu ifuradani. Kalulu si n beere pe ṣe Okuneye yii si ṣẹwọn bayii.",yoruba
"Ṣugbọn pẹlu fọnran to tu aṣiri ikọkọ yii, eyi ti ọkunrin to gbe e sita tun ti mu ẹnu ba Amofin agba Femi Falana, pe oun naa gba owo ẹyin lọwọ Bobrisky lati le fi owo ra ẹwọn ọhun, minisita ti pe fun iwadii to nipọn.",yoruba
"Fọnran ohùn ti Very dark Man fi sita tun fẹsun kan Amofin agba Femi Falana ati ọmọ rẹ, Falz.",yoruba
Fọnran naa sọ pe Amofin agba Femi Falana gba miliọnu mẹwaa naira lọwọ Okuneye.,yoruba
Owo naa ni wọn ni Falana gba fun bi yoo ṣe ba Bobrisky gba idariji lọdọ ijọba Naijiria.,yoruba
"Very Dark Man fi kun un pe iyalẹnu ati idojuti lo jẹ, bi Falana tawọn eeyan mọ si ajafẹtọọ ọmọniyan, ṣe lọwọ ninu ọrọ Bobrisky lọna aitọ.",yoruba
"Very Dark Man sọ pe oun bọwọ fun fun lọọya agba naa gan-an tẹlẹ, ṣugbọn iwa abuku to hu yii ti sọ ọ di ẹni yẹpẹrẹ, o si tako iṣẹ amofin to gbe dani.",yoruba
"Awọn ọrọ bi eyi atawọn mi-in ti Very Dark Man sọ nipa Falana lo mu ki baba naa sọ pe oun yoo pe e lẹjọ, bi ko ba pa ọrọ naa rẹ, ko si tọrọ aforiji laaarin wakati mẹrinlelogun.",yoruba
"This article contains content provided by Instagram.  We ask for your permission before anything is loaded, as they may be using cookies and other technologies.  You may want to read Instagram cookie policy and privacy policy before accepting. To view this content choose 'accept and continue'.",yoruba
End of Instagram post,yoruba
Content is not available,yoruba
"Ninu lẹta kan ti Taiwo Olawanle, kọ lorukọ Falana and Falana Chambers lori ọrọ yii, wọn ṣalaye pe ohun ti Very Dark Man kọ nipa amofin agba Femi Falana kun fun ibanilorukọ jẹ ati iwa ika .",yoruba
Amofin Olawanle ṣapejuwe ọrọ to wa loju opo Instagram Very Dark Man gẹgẹ bi ohun ti ko bọwọ fun ẹtọ ọmọniyan.,yoruba
"O ni bo ti le wu ki oju opo naa jẹ ibi ti kaluku ti le sọ ero ọkan rẹ to, iyẹn ko sọ pe ki eeyan maa sọ ohun ti ko ri bẹẹ.",yoruba
"‘’Ojuṣe rẹ ni lati ri i pe ohun to o fẹẹ sọ nipa ẹnikeji jẹ ootọ, o ko ni idi kankan labẹ ofin lati tabuku ẹnikẹni lori irọ nipa sisọ ohun ti ko ri bẹẹ.",yoruba
"‘’Fun idi eyi, a fẹẹ ki o pa ọrọ kobakungbe ti o kọ soju opo naa rẹ, ki o si tọrọ aforiji fun ohun ti ko si idi kankan fun ti o kọ .",yoruba
"‘’Bi o ko ba ṣe awọn nnkan wọnyi laarin wakati mẹrinlelogun, a maa tẹle aṣẹ Amofin Falana lati gbe ọ lọ sile ẹjọ.",yoruba
"Bakan naa la si maa beere owo itanran lọwọ rẹ pẹlu, fun ibanilorukọjẹ ati irọ pipa.’’",yoruba
Bẹẹ ni apa kan atẹjade naa wi.,yoruba
"Oríṣun àwòrán, Bobrisky/X",yoruba
"O dabi ẹni pe gbajumọ ọkunrin to maa n mura bi obinrin, Idris Okuneye ti ọpọ eeyan mọ si Bobrisky tun ti kanjangbọn ajọ EFCC to n gbogun ti iwa ibajẹ ni Naijiria lẹyin ti ajọ naa ranṣẹ pe e wi pe ko wa sọ tẹnu rẹ lori fọnran kan to ti lu ori ayelujara pa ninu eyi ti o ti sọ pe awọn oṣiṣẹ EFCC gba miliọnu mẹẹdogun naira lọwọ oun.",yoruba
"Bobrisky ati gbajugbaja alẹnulọrọ ori ayelujara, Martins Otse, tawọn eeyan mọ si VeryDarkMan ni EFCC sọ pe ki wọn wa sọ tẹnu wọn tori VeryDarkMan lo gbe fọnran ọhun sita.",yoruba
Loṣu Kẹjọ to lọ ni Bobrisky gba itusilẹ lọgba ẹwọn lẹyin oṣu mẹfa to lo lẹwọn.,yoruba
"Ọjọ kejila, oṣu Kẹrin, ọdun 2024 yii ni adajọ Abimbola Awogboro sọ Bobrisky sọgba ẹwọn lẹyin to jẹbi ẹsun ṣiṣe owo naira baṣubaṣu.",yoruba
Ni irọlẹ ọjọ Iṣẹgun ana ni VeryDarkMan ṣe fidio kan ninu eyi ti o ti sọ ọpọlọpọ ọrọ nipa awọn ohun ti o ṣẹlẹ lẹyin ti EFCC fẹsun ṣiṣe owo naira baṣu baṣu kan Bobrisky.,yoruba
