0,lang
"Ilẹ Israel ti kilọ fun awọn eeyan lati kuro lawọn agbegbe to ni  Hezbollah n ko nnkan ija pamọ si, ṣugbọn o tun fi atẹjiṣẹ ranṣẹ sawọn eeyan ni Beirut, lai wo ti agbara Hezbolaah, titi kan Hamra, iyẹn agbegbe kan to kun fun ileeṣẹ ijọba, ile ifowopamọ ati awọn yunifasiti.",yoruba
"Kia lawọn obi n sare lọ sileewe lati mu awọn ọmọ wọn kuro, nigba ti wọn tun bẹrẹ si i gba ikilọ miran pe ki wọn kuro lagbegbe ọhun.",yoruba
"Baba kan, Issa, to lọọ mu ọmọ rẹ nileewe, ṣalaye fun ẹka iroyin Reuters pe,",yoruba
"""Niṣe ni wọn n pe gbogbo eeyan lori foonu, ti wọn n dunkooko mọ wa. Iyẹn ni mo ṣee waa mu ọmọkunrin mi kuro nileewe, a o mọ ohun to le ṣẹlẹ rara""",yoruba
Issa lo sọ bẹẹ.,yoruba
"Oríṣun àwòrán, Reuters",yoruba
"Mohammed, ọkunrin ọmọ Palestine kan ti a ba pade loju ọna pẹlu iyawo rẹ, nigba ti wọn n sa kuro ni Beirut, sọ fun BBC pe ko si aabo nibikibi ni Lebanon mọ.",yoruba
"Nigba ti a beere pe ṣe yoo duro ni olu ilu naa, Mohammed dahun pe, ""Ni Lebanon, ko sibi ti aabo wa mọ, awọn Israel n sọ pe gbogbo agbegbe lawọn yoo jẹrun. Ni bayii, wọn ti n dunkooko mọ agbegbe ti a wa yii naa, nibo waa ni ka lọ?""",yoruba
""" Ẹrun ba mi, mi o mọ nnkan ti mo maa ṣe. Ironu iṣẹ,tabi ti pe ki n maa lọ sile ko tiẹ si lọkan mi, mi o mọ ohun to yẹ ki n ṣe.""",yoruba
Wọn ti pa awọn ileewe da si ibugbe ni kia.,yoruba
"Ikọ iroyin BBC de kilaasi ileewe kan ni ileewe ijọba to wa ni Bir Hasan, Iwọ-Oorun  Beirut, lọjọ Aje, wọn n tun un ṣe lọwọ lati pa a da si ibugbe awọn eeyan to sa wa sibẹ ni.",yoruba
"Awọn eeyan naa sa wa lati ori oke Bekaa, to jẹ ibudo alagbara Hezbollah, ni Ariwa -Ila-Oorun Lebanon.",yoruba
"Wọn ti ko ibusun sawọn yara ikawe naa, awọn oṣiṣẹ ibẹ si sọ pe gbogbo ibẹ ni wọn yoo ti gba tan nigba ti yoo ba fi di irọlẹ ọjọ naa.",yoruba
"Oríṣun àwòrán, EPA",yoruba
"Lọjọ Aje, wọn paṣẹ fun awọn ileewosan ni Lebanon  pe kawọn dokita fagile iṣẹ abẹ to ba ṣee sun siwaju.",yoruba
Eyi ri bẹẹ latari bawọn dokita ṣe ko si itọju awọn to farapa ti wọn n gbe wa sileewosan.,yoruba
"Ṣugbọn pẹlu bi idaamu ṣe gbalẹ kan ni Beirut to, awọn eeyan kan ṣi n sọ pe awọn ko nibi kankan lati sa lọ.",yoruba
Wọn ni awọn yoo duro koju rẹ niluu awọn ni.,yoruba
"""Bi ogun gidi ba bẹrẹ, o yẹ ka duro bii ọmọ Lebanon ni, lai fi ti oṣelu ṣe. Nitori lopin gbogbo ẹ, ilu wa ni wọn fẹẹ fi ado oloro sọ di korofo""",yoruba
Ọkunrin kan lo ṣalaye bẹẹ fun BBC.,yoruba
Bẹẹ ni awọn miran si ti gba kamu lori rogbodiyan to n ṣẹlẹ naa.,yoruba
"""Bi wọn ba ni ogun lawọn fẹ, ki la le ṣe? Wọn ṣigun le wa lori ni, a o si le ṣe nnkan kan si i""",yoruba
"Ọkunrin oniṣọọbu kan,  Mohammed Sibai, lo ṣalaye bayii fun ẹka iroyin Reuters.",yoruba
"Mohammed, ẹni ọdun mẹtadinlọgọta (57) to n gbe ni Dahieyh,  Guusu Beirut-ti i ṣe ibugbe agbara Hezbollah, sọ fun BBC pe gbogbo ogun loun ti koju, ọdun 1975 lo ni oun ti n foju wina ogun bọ, oun ko si ba ogun lọ.",yoruba
"""Mo ti bori ogun gbogbo to ti n ṣoju mi bọ lati 1975, fun idi eyi, o ti mọ mi lar.",yoruba
"""Emi o ni i kuro nibi, mo maa wa nile mi ni""",yoruba
Bayii ni Mohammed wi.,yoruba
© 2024 BBC. BBC kò mọ̀ nípa àwọn ohun tí ó wà ní àwọn ojú òpó tí ó wà ní ìta. Ọwọ́ tí a fi mú ìbáṣepọ̀ ti ìta.,yoruba
Kò ṣe é má gbọ̀ ọ́,yoruba
Ìgbélé ọlọ́jọ́ méje fọ́dún Ọlọ́jọ́ ni màá fi ṣìpẹ̀ sáwọn Alálẹ̀ nípa ọ̀rọ̀ Yorùbá àti ọrọ̀ ajé tó dagun - Ooni Ife,yoruba
"Àwọn èrè tó wà nínú àtúnṣe ọrọ̀ ajé tí mò ń ṣe, yóò f’ojú hàn láìpẹ́ - Tinubu",yoruba
Àlàyé lórí ìdájọ́ ikú fáwọn ọ̀daràn márùn ún tó digunjalè ní bánkì nílùú Offa níbi tọ́pọ̀ ẹ̀mí ti ṣòfò,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
"Àwọn ẹlẹ́sìn ìbílẹ̀ ní àwọn òṣèré tíátà ń tàbùkù ìṣẹ̀ṣe nínú fíìmù, àwọn òṣèré fèsì",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Wọ́n ti sin òkú Rukayat Gawat, akọrin Islam tó jáde láyé",yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
Bàbá Sàlá ló já ọ̀rá ẹ̀bùn eré ìtàgé lára mi lọ́dún 1990 – Gabriel Afolayan,yoruba
Wo oyè pàtàkì méje nílẹ̀ Yorùbá tó wà fáwọn obìnrin alágbára,yoruba
Rògbòdìyàn bẹ́ sílẹ̀ lẹ́yìn tí àjọ elétò ìdìbò KWSIEC kéde pé APC jáwé olúborí ní gbogbo ìjọba ìbílẹ̀ Kwara,yoruba
"Iná mọ̀nà-mọ́ná pa ọmọ ọdún 13 l'Ogun, ọlọ́pàá bá òkú rẹ̀ lọ́wọ́ afurasí tó ti gé ọwọ́ rẹ̀ méjèéjì",yoruba
Ọlọ́pàá yìnbọn pa dókítà tí wọ́n fẹ̀sùn kàn pé ó sọ̀rọ̀ òdì sí ẹ̀sìn Islam,yoruba
Ìjọba Canada gbé òfin tuntun fáwọn tó bá fẹ́ jápa lọ sí orílẹ̀èdè náà,yoruba
"Yoruba ni ori lo mọ isẹ asela, ori ẹni si lo maa n gbe alawo rere ko ni, jankan si kọ ni ori, ko sa ti gbe eeyan ni.",yoruba
"Ọpọ ọmọ Naijiria lo maa n la kaka lati ba aarẹ to ba wa lori oye, nile ijọba Aso Rock sisẹ tabi ki wọn tiẹ wnu ile ijọba naa lasan.",yoruba
Sugbọn eyi ko seesee fun wọn nitori kii se eeyan lasan lo maa n ba awọn aarẹ sisẹ papọ tabi wọ inu Aso rọck.,yoruba
"A si le sọ bi ori n ti Bayo Omoboriowo lẹyin gẹgẹ bii ayaworan, lo se di ẹni to n ya aworan fun aarẹ Naijiria.",yoruba
Odidi ọdun mẹjọ si ni ọkunrin naa fi ya aworan ni Aso rock lasiko isejọba aarẹ Muhammadu Buhari to kọja lọ.,yoruba
"Ibeere ti yoo si maa gba ọkan awọn eeyan ni pe bawo ni Omoboriowo to jẹ ayaworan se rin, to fi di ayaworan fun odidi aarẹ.",yoruba
"Ki si ni awọn ohun ti ọkunrin naa le sọ nipa aarẹ Buhari, to ba sisẹ bii ayaworan fun odidi ọdun mẹjọ.",yoruba
"Idi ree ti BBC Yoruba fi se awari akikanju ayaworan naa, to si salaye ni ẹkunrẹrẹ bi isẹ rẹ se lọ ni Aso rock ati awọn ohun to mọ nipa aarẹ Muhammadu Buhari.",yoruba
Nigba to n ba BBC Yoruba sọrọ Bayo Omoboriowo sọrọ nipa bi aarẹ Buhari se jẹ olotitọ.,yoruba
"“Ohun ti mo le sọ fun yin nipa Buhari ti emi mọ ni pe o jẹ eeyan ti ọkan rẹ mọ, ti kii si fi ọkan mọ ọkan.",yoruba
"Ti Buhari ba ti fun eeyan nisẹ, o ti fun ẹ nisẹ niyẹn, yoo si lọ joko pẹlu igbagbọ pe isẹ to fun ẹ yẹn, wa a se tọkantọkan.",yoruba
"Buhari tun jẹ ẹni ti ko fẹran kii eeyan maa se oju aye, bi ọkan tiẹ se mọ, naa ni o maa n fi wo gbogbo eniyan.",yoruba
"O fẹ ki ẹni ti oun ba gbe isẹ fun, se isẹ naa pẹlu ọkan mimọ.",yoruba
"Loju temi, wọn si Buhari mu tabi pe wọn si gbọ ni.”",yoruba
"Bayo Omoboriowo, lasiko to n salaye bo se di ayaworan fun odidi aarẹ nile ijọba Aso Rock, ni isẹ Ọlọrun ni iyansipo naa jẹ.",yoruba
"“Mo di ayaworan Buhari pẹlu igbẹkẹle Olorun, ẹni to ba gbẹkẹle Ọlọrun kii ni itiju, Ọlọrun lo ba mi se.",yoruba
Emi kọ ni mo dara julọ ninu awọn ayaworan amọ mo ri pe Ọlọrun ko gbagbe emi naa ni.,yoruba
"N ko lero pe mo le di ayaworan Buhari, ki n maa ba jẹun, maa ba fo ninu baalu nigba ti baba mi ko mọ alaga ijọba ibilẹ rara.",yoruba
"Ọlọrun ni ko gbagbe emi naa, o ranti mi ni tori lara awọn eeyan to sun mọ aarẹ Buhari julọ, emi ni mo kere julọ.",yoruba
"Amọ o maa n dun mi ti mo ba mu ero kan wa, ti wọn ko gba si mi lẹnu, tori lootọ ni mo kere amọ eyi ko sọ pe n ko ni ọpọlọ.”",yoruba
"Nigba to n sọrọ siwaju, Bayo Omoboriowo sọ afọmọ ọrọ nipa iroyin kan to n ja rain nilẹ wa lasiko ti aarẹ Buhari se aisan pe o ti jade laye, ti ẹlomiran si n dibọn bii Buhari.",yoruba
Omoboriowo wa salaye nipa ahesọ ọrọ naa ati bi wọn se n pe aarẹ Buhari ni Jubril lati ilẹ Sudan.,yoruba
"“Ko sẹlẹ ri pe Buhari ni Jubri Sudan, abi Jubri Sudan ni Buhari, irọ ni gbogbo rẹ.",yoruba
"Buhari se aisan lootọ, tori ko si ẹni ti ko le se aisan, amọ niwọn igba ti ara rẹ ti ya pada, ti o n jẹun gidi, to si n lo oogun rẹ, diẹ diẹ o di dandan ko pada bọ sipo.",yoruba
"Nnkan to waye niyẹn, tori nigba to de pada, o beere pe nibo ni mo wa.",yoruba
"To ba jẹ pe kii se Jubril Sudan ni Buhari lootọ, bawo lo se fẹ mọ ẹni ti Bayo jẹ.”",yoruba
Bakan naa ni Omoboriowo sọ fun BBC Yoruba ọjọ ti inu rẹ dun julọ lasiko to ba aarẹ Buhari sisẹ fun ọdun mẹjọ.,yoruba
"“Nigba ti oloye Olusegun Obasanjo ati aarẹ Goodluck Jonatan wa nipo aarẹ, oun ti wọn maa sọ ni pe ‘ba mi pe ayaworan yẹn wa’",yoruba
"Amọ fun igba akọkọ, mo ba aarẹ kan sisẹ to da orukọ mi pe ki wọn pe mi wa, eyi mu inu mi dun.",yoruba
"Ninu ile ijọba Aso rock Villa yii, kii se owo ni mo ba lọ sibẹ, emi kii si se alatẹnujẹ, iyẹn kọ lo gbe mi lọ sibẹ.",yoruba
"Amọ mo lọ sibẹ gẹgẹ bii ọmọ Yoruba ti wọn kọ nile daadaa, ti mo si wa lara awọn to n saayan pe ki ilu yii sun mọ iwaju ni.”",yoruba
© 2024 BBC. BBC kò mọ̀ nípa àwọn ohun tí ó wà ní àwọn ojú òpó tí ó wà ní ìta. Ọwọ́ tí a fi mú ìbáṣepọ̀ ti ìta.,yoruba
"Awọn akọrin Islam mẹ́ta, tó ṣúnmọ́ Rukaya Gawat, sọ̀rọ̀ lórí ohun tó fa ikú rẹ̀",yoruba
Bàbá Sàlá ló já ọ̀rá ẹ̀bùn eré ìtàgé lára mi lọ́dún 1990 – Gabriel Afolayan,yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
Àlàyé lórí ìdájọ́ ikú fáwọn ọ̀daràn márùn ún tó digunjalè ní bánkì nílùú Offa níbi tọ́pọ̀ ẹ̀mí ti ṣòfò,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
"Àwọn ẹlẹ́sìn ìbílẹ̀ ní àwọn òṣèré tíátà ń tàbùkù ìṣẹ̀ṣe nínú fíìmù, àwọn òṣèré fèsì",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Wọ́n ti sin òkú Rukayat Gawat, akọrin Islam tó jáde láyé",yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
Bàbá Sàlá ló já ọ̀rá ẹ̀bùn eré ìtàgé lára mi lọ́dún 1990 – Gabriel Afolayan,yoruba
Wo oyè pàtàkì méje nílẹ̀ Yorùbá tó wà fáwọn obìnrin alágbára,yoruba
Rògbòdìyàn bẹ́ sílẹ̀ lẹ́yìn tí àjọ elétò ìdìbò KWSIEC kéde pé APC jáwé olúborí ní gbogbo ìjọba ìbílẹ̀ Kwara,yoruba
"Iná mọ̀nà-mọ́ná pa ọmọ ọdún 13 l'Ogun, ọlọ́pàá bá òkú rẹ̀ lọ́wọ́ afurasí tó ti gé ọwọ́ rẹ̀ méjèéjì",yoruba
Ọlọ́pàá yìnbọn pa dókítà tí wọ́n fẹ̀sùn kàn pé ó sọ̀rọ̀ òdì sí ẹ̀sìn Islam,yoruba
Ìjọba Canada gbé òfin tuntun fáwọn tó bá fẹ́ jápa lọ sí orílẹ̀èdè náà,yoruba
"Oríṣun àwòrán, Others",yoruba
"Wọn ti sin oku gbajugbaja akọrin ẹsin Isilaamu, Rukayat Gawat Oyefeso.",yoruba
"Ilu Ayepe-Ijebu, tii ṣe ilu ọkọ rẹ, Shakiru Oyefeso, ni wọn sin oloogbe Rukayat si ni ọsan ọjọ Iṣẹgun.",yoruba
"Nibi eto isinku naa to waye ni ilana ẹsin Isilaamu, ni awọn ẹbi, ara, ọrẹ ati awọn abanikẹdun mii peju si.",yoruba
"Owurọ ọjọ Iṣẹgun, ọjọ kẹrinlelogun, oṣu Kẹsan-an, ọdun 2024, ni oloogbe dagbere faye.",yoruba
"Botilẹ jẹ wi pe a ko le fidi ohun to pa a mulẹ, awọn akẹẹgbẹ rẹ to ba BBC sọrọ salaye pe aisan ranpẹ lo pa a.",yoruba
"Nigba to n tara poro nipa iku aitọjọ to pa Rukayat, Barrytide sọ pe:",yoruba
"‘’Haa, Aduke ti lọ o, o ti lọ o. Mi o riru eleyi ri o.",yoruba
"Eleyii ju ẹmi mi lọ o, iwaju ẹ la wa bayii o, ta n pe e, ti ko dahun o.",yoruba
"Aduke ti lọ o, eleyii pọ, haa.""",yoruba
"‘’Wọn lo rẹ ẹ ni o. Lọjọ party Temi-ni- Suceess, a jọ wa nibẹ ni, ọjọ yẹn ni mo ri Aduke gbẹyin, ṣugbọn a maa n sọrọ daadaa.",yoruba
"‘’Eeyan daadaa ni, oni la maa sin, ko sẹni kan to gẹẹti ara ẹ ninu gbogbo wa bayii o.’’",yoruba
"Oríṣun àwòrán, Other",yoruba
"Lẹ́yìn ọdún méjìlá tí Bàbá rẹ̀ dàwátì, Rukayat Gawat, gbajúmọ̀ olórin Islam, jáde láyé",yoruba
"Ọmọ Oloogbe Abdulrasak Gawat, atọkun eto ‘Ẹ ji saari’ lorii tẹlifiṣan nigba kan ni Ruqayat Gawat.",yoruba
"Lasiko aawẹ Ramadan ni Rasak Gawat maa n ṣe eto rẹ, nigba ti awọn musulumi ba n ji saari lọwọ.",yoruba
"Awọn ẹbun rabandẹ bii ilẹ, aṣọ olowo nla, apo irẹsi ati bẹẹ bẹẹ lọ ti Baba Ruka maa n pin lori eto naa lo sọ ọ di ko ṣee ma wo fun awọn eniyan, titi kan awọn ti ki i ṣe musulumi.",yoruba
"Ṣadeede ni Abdulrasak di awati, ninu oṣu keje ọdun 2012.",yoruba
"Mọto rẹ ni wọn deede ba lori afara ẹlẹkẹẹta (3rd Mainland bridge nipinlẹ Eko), lati ọdun naa ni wọn ko si ti ri Gawat mọ.",yoruba
"Wọn ko ri oku rẹ, bẹẹ ni ẹnikẹni ko foju kan an mọ titi doni.",yoruba
"Iṣẹlẹ iku baba rẹ lo sọ Rukayat Gawat aya Oyefeso di olorin Islam, nigba to gbe awo akọkọ rẹ to pe ni ‘’ Aye le’’ jade.",yoruba
Ninu awo naa lo ti sunkun kikoro lati daro baba rẹ.,yoruba
Ọpọlọpọ olorin Islam ni Ruka ti ba kọ orin papọ yatọ si awọn orin tiẹ to da kọ.,yoruba
"Awọn bii Saoti Arewa, Ere Asalatu, Amina ọmọ t’ayebi ati bẹẹ bẹẹ lọ.",yoruba
© 2024 BBC. BBC kò mọ̀ nípa àwọn ohun tí ó wà ní àwọn ojú òpó tí ó wà ní ìta. Ọwọ́ tí a fi mú ìbáṣepọ̀ ti ìta.,yoruba
Àlàyé lórí ìdájọ́ ikú fáwọn ọ̀daràn márùn ún tó digunjalè ní bánkì nílùú Offa níbi tọ́pọ̀ ẹ̀mí ti ṣòfò,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
"Àwọn ẹlẹ́sìn ìbílẹ̀ ní àwọn òṣèré tíátà ń tàbùkù ìṣẹ̀ṣe nínú fíìmù, àwọn òṣèré fèsì",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Wọ́n ti sin òkú Rukayat Gawat, akọrin Islam tó jáde láyé",yoruba
Wo ọ̀nà táwọn ọmọ ilẹ̀ Amẹ́ríkà tó wà ní Naijiria yóò gbà dìbò tó ń bọ̀,yoruba
Bàbá Sàlá ló já ọ̀rá ẹ̀bùn eré ìtàgé lára mi lọ́dún 1990 – Gabriel Afolayan,yoruba
Wo oyè pàtàkì méje nílẹ̀ Yorùbá tó wà fáwọn obìnrin alágbára,yoruba
Rògbòdìyàn bẹ́ sílẹ̀ lẹ́yìn tí àjọ elétò ìdìbò KWSIEC kéde pé APC jáwé olúborí ní gbogbo ìjọba ìbílẹ̀ Kwara,yoruba
"Iná mọ̀nà-mọ́ná pa ọmọ ọdún 13 l'Ogun, ọlọ́pàá bá òkú rẹ̀ lọ́wọ́ afurasí tó ti gé ọwọ́ rẹ̀ méjèéjì",yoruba
Ọlọ́pàá yìnbọn pa dókítà tí wọ́n fẹ̀sùn kàn pé ó sọ̀rọ̀ òdì sí ẹ̀sìn Islam,yoruba
Ìjọba Canada gbé òfin tuntun fáwọn tó bá fẹ́ jápa lọ sí orílẹ̀èdè náà,yoruba
"Awon olugbe ijọba ibilẹ mẹfa ni ilu Ibadan, olu ilu Ipinlẹ Oyo ni wọn fi ehonu han lọsan ọjọ Aje lati fi ẹhonu wọn han si bi ijọba Ipinlẹ Oyo se n wo dukia won lulẹ.",yoruba
"Igbesẹ naa ni ijọba gbe lati fi aaye gba iṣẹ lila opopona marose titun yika Ibadan eyi tó gba ijọba ibilẹ Lagelu, Akinyele, Ido, Oluyole,Ona-Ara ati Egbeda kọja.",yoruba
"Awọn olugbe awọn agbegbe ọhun lọ ni bi ijọba ipinlẹ Oyo ba tesiwaju pẹlu igbesẹ yìí, o le ni eeyan ẹgbẹrun lọna ọọdunrun 300,00, ti yoo di alainilelori ni ijọba ibilẹ mẹfefa ti opopona naa yoo gba kọja.",yoruba
"Ninu ifọrọwerọ pẹlu akọroyin ile iṣe BBC yoruba, iya aafin Awosika Kikelomo, ẹni ti o ti fẹyinti lẹnu isẹ ijọba ipinlẹ Oyo lati ọdun 2016, to tun jẹ opo, ni lati inu oṣu Kẹsan ọdun 2009 ni oun tí ko de ile oun.",yoruba
"Kikelomo ṣalaye wí pe ọdun mẹta lẹyin ti ohun ko de ile naa, to wa ni agbegbe Kole nijoba ibilẹ Akinyele, ni oun to gbọ wi pe opopona marose Circular gba ẹyinkule ile ohun kọja.",yoruba
"O tẹsiwaju wi pe oṣu kẹwaa, ọdun to kọja ni awọn aṣoju ijọba bẹrẹ si ni maaki awọn ile ti yoo di wiwo, ti ile oun ko si si nibẹ.",yoruba
"O ni lẹyin oṣu mẹfa ni awọn aṣoju ijọba to maaki ile oun nitori ijọba tun tí fẹ ọna ọhun loju yatọ si eyi ti o wa tẹlẹ nigbati oun ra ilẹ ọhun, ti wọn si fun oun ni ọsẹ meji lati jade kuro ninu ile naa.",yoruba
"Kikelomo ni idi eyii, lo fa a ti awọn ti ọrọ naa dun fi ko ara wọn jọ lati fi ẹhonu han si igbesẹ ijọba Ipinlẹ Oyo.",yoruba
"Ẹlomiran ti katakata ijọba ti da ile rẹ wo lagbegbe Eniosa nijọba ibilẹ Lagelu, Olalere Fikayo ni, ile oniyara mẹta ni oun kọ.",yoruba
"Lasiko to n ba BBC Yoruba sọrọ, Olalere ni “ Lootọ a gbọ wi pe opopona marose Circular yoo gba agbegbe yii kọja sugbọn ko si ẹni ti o mọ wi pe wọn yoo mu ju ohun to wa ni akọsilẹ lọ.",yoruba
"Ọsẹ kinni ninu osu kẹjọ ọdun yii ni ijọba gbe katakata wa lati wo ile naa ati awọn ile miran ti wọn ṣe ami sii ladugbo naa, lati igba yii ni mo ti di alaini ile lori.”",yoruba
Gomina Seyi Makinde ti Ipinlẹ Oyo ṣeleri lati da igbesẹ ile wiwo duro ni awọn agbegbe to wa ni ayika opopona marose Circular ọhun.,yoruba
"Makinde, nigba to n ba awọn oluwọde naa sọrọ ni lẹyin awọn ile ti wọn ti da wo, o ni ko si ile miran ti yoo di wiwo lulẹ  mọ.",yoruba
"Gomina Makinde ni, pẹlu bii ijọba ti yọ mita marun din ni ọgọrin si apa ọtun ati apa osi (75), awọn yoo ri wi pe ni gbogbo ibiti ti ilegbe ba pọ si loju ọna marose Circular naa, ni awọn ko ni fọwọkan.",yoruba
Gomina Makinde ni oun gborinyin fun awọn to n ṣe ifẹhonuhan naa nitori wọn ko jẹ ki ibinu wọn baa dukia ijọba Ipinlẹ Oyo jẹ.,yoruba
Ó ni gbogbo awọn ilẹ ti wọn ti kọ ni awọn opopona marosẹ naa ni wọn gbọdọ fọwọkan bayii titi ti opopona naa yoo fi pari.,yoruba
O wa rọ awọn ti ọna ọhun kan lati yan aṣoju laarin wọn ki wọn le ṣe ipade pọ pẹlu aṣoju ìjọba,yoruba
© 2024 BBC. BBC kò mọ̀ nípa àwọn ohun tí ó wà ní àwọn ojú òpó tí ó wà ní ìta. Ọwọ́ tí a fi mú ìbáṣepọ̀ ti ìta.,yoruba
"Awọn akọrin Islam mẹ́ta, tó ṣúnmọ́ Rukaya Gawat, sọ̀rọ̀ lórí ohun tó fa ikú rẹ̀",yoruba
Àlàyé rèé lórí bí àwọn ère ìṣẹ̀mbáyé Naijiria ṣe dèrò mùsíọ́mù lókè òkun,yoruba
"Àwọn èèyàn tí àdó ikú Israel pa ní Lebanon wọ 492, 1,645 sì farapa",yoruba
Àlàyé lórí ìdájọ́ ikú fáwọn ọ̀daràn márùn ún tó digunjalè ní bánkì nílùú Offa níbi tọ́pọ̀ ẹ̀mí ti ṣòfò,yoruba
"""Mo gbàdúrà pé kí n jẹ́ ẹlẹ́mìí gígùn, kí ń le è máa ṣe àwọn nǹkan mèremère ní orúkọ bàbá mi"" - Rukayat Gawat",yoruba
"Àwọn ẹlẹ́sìn ìbílẹ̀ ní àwọn òṣèré tíátà ń tàbùkù ìṣẹ̀ṣe nínú fíìmù, àwọn òṣèré fèsì",yoruba
Ìdí rèé tí ìjọba fi gbọdọ̀ yọ owó ìrànwọ́ orí epo pátápátá - Dangote,yoruba
"Wọ́n ti sin òkú Rukayat Gawat, akọrin Islam tó jáde láyé",yoruba
