0,lang,links
Saƙon da Mahamat Deby ya ce mu faɗa wa Tinubu game da Boko Haram - Ribadu,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Asalin hoton, Getty Images",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Sabon kociyan Manchester United, Ruben Amorim zai ja ragamar wasa tara kafin bikin Kirsimeti, wanda ke fatan mayar da ƙungiyar kan ganiya.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Kociyan ya maye gurbin Erik ten Hag, bayan da United ke kasa taka rawar gani a wasannin kakar bana.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Cikin wasa tara da Amorim zai ja ragamar United kafin Kirsimeti, ya haɗa da karawar Premier biyar da Europa League biyu da kuma League Cup.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Kociyan zai fara da zuwa Ipswich Town a gasar Premier League ranar Lahadi daga nan ya karɓi bakuncin Bodo a Europa League ranar Alhamis 28 ga watan Nuwamba.,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Wasa na uku United za ta kece raini da Everton a Premier a Old Trafford ranar 1 ga watan Disamba, sannan ta je Arsenal a karawar hamayya ranar 4 ga watan Disamba.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Ranar 7 ga watan Disamba Nottingham Forest za ta je United a gasar Premier ranar 7 ga watan Disamba, daga nan United ta je Viktoria a Europa League ranar 12 ga watan Disamba.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Za a buga wasan hamayya tsakanin Manchester City da United ranar 15 ga watan Disamba, sai United ta buga League Cup zagayen kwata fainal da Tottenham ranar 19 ga watan Disamba.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Daga nan United za ta fafata da Bournemouth a Premier a Old Trafford ranar 22 ga watan Disamba.,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Premier League Lahadi 24 ga watan Nuwamba,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Europa League Alhamis 28 ga watan Nuwamba,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Premier League Lahadi 1 ga watan Disamba,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Premier League Laraba 4 ga watan Disamba,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Premier League Asabar 7 ga watan Disamba,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Europa League Alhamis 12 ga watan Disamba,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Premier League Lahadi 15 ga watan Disamba,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
English League Cup Alhamis 19 ga watan Disamba,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Premier League Lahadi 22 ga watan Disamba,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
© 2024 BBC. BBC ba za ta dauki alhakin abubuwan da wasu shafukan daban suka wallafa ba.  Karanta hanyoyin da muke bi dangane da adireshin waje.,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Me ya sa ƴanbindiga ke samun wurin zama a arewacin Najeriya?,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"KAI TSAYE, An maka ministan Abuja a kotu kan 'kama mabarata'",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Yadda ƙudurin dokar haraji zai shafi rayuwar talakan Najeriya,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Ukraine ta kai wa Rasha hari da makamin Birtaniya - BBC,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Me ya sa kasafin kuɗin Najeriya ke dogaro da bashi?,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Ƴan ciranin Amurka na fatan masu laifi kaɗai Trump zai kora daga ƙasar,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Abin da masana suka fahimta da matakin Tinubu na naɗa masu magana da yawunsa uku,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Cocin Katolika a Kenya ya ƙi karɓar kyautar dala 40,000 daga shugaban ƙasar",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Majalisar malaman Musulunci ta nemi a dakatar da ƙudurin harajin Tinubu,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Hikayata 2024: Labarai 15 da suka yi fice a bana,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Saƙon da Mahamat Deby ya ce mu faɗa wa Tinubu game da Boko Haram - Ribadu,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Asalin hoton, Getty Images",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Wani bincike da aka yi na ƙwayoyin halitta, ya tabbatar cewar ɗan wasan Brazil, Vinicius Jr. tushensa daga Kamaru yake.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Hukumar ƙwallon kafar Brazil ce ta yi binciken tare da haɗin gwiwar masu gano ƴan asalin tsatson Afirka (African Ancestry) ranar Talata a Fonte Nova.,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"An bayyana sakamakon binciken ne gabanin wasan da aka buga na wasan neman shiga gasar cin kofin duniya, inda aka tashi 1-1 tsakanin Brazil da Uruguay.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Binciken ya gano cewar tsatson dan wasan na Real Madrid daga kabilar Tikar yake a Kamaru.,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"An bayar da takardar shaida ga Vinicius Jr. ta cewar daga Kamaru yake, tare da wani faifan bidiyo da ke nuna gadon kakanninsa na Tikar, wata fitacciyar kabila a Kamaru.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Wannan yunƙurin wani ɓangare ne na sanin haƙiƙanin tushe daga CBF, wanda ke girmama tarihi da na al'ummar baƙaƙen fata ƴan asalin Brazil, tare da mayar da hankali na musamman kan ƙwallon ƙafa.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Da yake magana game da tushensa, Vinicius ya ce, “Gano cewa tsatsonsa yana daga  Kamaru lokaci ne na musamman a gare ni da iyalina.''",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Dangane da binciken, mahaifin Vinícius ya nuna farin cikinsa, yana cewa, 'Yana da mahimmanci a gare mu mu san inda muka fito. Yawancin mutanen Brazil ba su da masaniya game da zuriyarsu ko gadonsu. Na yi farin ciki da cewa muna da tushe a Kamaru.'",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Domin girmama kakanninsa, Vinicius Jr. ya sanya riga ta musamman mai ɗauke da tutocin Brazil da Kamaru a wasan da suka buga da Uruguay, inda aka tashi kunnen doki 1-1, inda dan wasan Real Madrid ya buga dukkan mintuna 90.",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
© 2024 BBC. BBC ba za ta dauki alhakin abubuwan da wasu shafukan daban suka wallafa ba.  Karanta hanyoyin da muke bi dangane da adireshin waje.,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Me ya sa ƴanbindiga ke samun wurin zama a arewacin Najeriya?,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"KAI TSAYE, An maka ministan Abuja a kotu kan 'kama mabarata'",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Yadda ƙudurin dokar haraji zai shafi rayuwar talakan Najeriya,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Ukraine ta kai wa Rasha hari da makamin Birtaniya - BBC,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Me ya sa kasafin kuɗin Najeriya ke dogaro da bashi?,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Ƴan ciranin Amurka na fatan masu laifi kaɗai Trump zai kora daga ƙasar,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Abin da masana suka fahimta da matakin Tinubu na naɗa masu magana da yawunsa uku,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
"Cocin Katolika a Kenya ya ƙi karɓar kyautar dala 40,000 daga shugaban ƙasar",hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Majalisar malaman Musulunci ta nemi a dakatar da ƙudurin harajin Tinubu,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Hikayata 2024: Labarai 15 da suka yi fice a bana,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
Saƙon da Mahamat Deby ya ce mu faɗa wa Tinubu game da Boko Haram - Ribadu,hausa,https://www.bbc.com/hausa/articles/cx2l14k0p10o
